Area,Bedrooms,Bathrooms,Stories,Parking,Age,Distance_City,School_Rating,Crime_Index,Hospital_Distance,Mall_Distance,Public_Transport,Garden,Pool,Garage,Income_Area,Population_Density,Air_Quality,Property_Tax,Price
2797,4,4,4,3,33,25.03,6,8.47,16.3,12.99,8,1,0,0,30790,8925,55.05,4346,2873206
4369,3,4,3,0,24,25.46,3,4.2,9.52,2.51,3,0,0,0,60777,19750,64.79,3898,2234276
2762,4,1,4,0,46,8.94,8,4.79,15.01,2.59,2,1,0,0,22499,14177,100.23,7372,1876177
4002,5,3,3,0,32,22.74,5,1.57,0.67,18.22,7,1,0,0,125599,4789,31.96,7993,3447634
3292,3,5,4,4,25,20.56,7,4.08,16.11,2.14,6,1,1,1,100615,5647,79.05,7073,3705470
1895,2,3,3,3,2,13.81,6,6.08,15.26,10.28,6,0,1,1,89818,19823,21.33,7885,2468015
3227,5,3,2,0,48,8.07,1,5.55,9.02,11.56,5,0,1,1,125915,5172,80.22,9033,2752330
3410,1,5,4,1,29,16.89,3,6.28,16.63,18.79,9,0,1,1,142511,10420,61.4,8542,2765636
4459,3,3,2,3,22,2.61,2,8.06,1.13,15.92,1,0,0,0,81955,4223,74.24,2299,2516897
1092,1,2,3,3,29,14.03,8,1.56,14.48,4.97,3,0,1,0,93479,14979,21.18,7324,2035542
2531,2,2,4,3,9,1.03,3,4.3,3.49,18.93,10,1,1,0,64323,8257,131.68,8961,2305996
4693,1,4,1,2,36,22.58,2,4.46,8.74,2.73,3,1,1,0,41075,19014,57.74,7782,1762046
4626,5,5,2,2,48,1.48,5,2.36,14.39,19.39,5,1,1,1,47244,9217,94.54,6129,3581843
3188,2,4,3,4,21,26.45,3,4.35,16.96,13.22,6,1,0,1,84033,589,83.2,2418,2334870
4296,4,2,2,3,47,11.67,9,6.91,1.76,1.79,10,1,1,0,91827,9186,135.35,3958,3182085
3123,5,3,3,1,1,1.17,10,5.95,8.34,17.63,8,1,0,0,64321,17288,97.62,7021,3383959
1131,4,1,1,0,29,29.89,10,7.86,12.39,4.58,9,0,0,0,112173,18661,78.87,2545,1584006
3347,3,3,4,0,31,10.62,5,6.92,1.45,11.78,8,0,0,0,95845,1357,112.31,1201,2464917
2144,2,4,1,3,4,24.9,8,5.88,4.1,13.99,2,1,1,1,83063,8264,146.82,4635,2500900
4127,4,1,1,3,37,21.03,2,4.67,14.65,8.89,8,0,1,1,33942,17501,79.72,3325,1766081
1492,4,5,2,3,21,16.67,6,3.71,12.02,7.82,10,0,0,0,84843,8559,58.8,7964,2961268
2976,5,5,3,0,34,15.54,2,2.69,7.98,8.71,3,0,0,1,100994,13396,149.84,4322,2876240
1292,4,4,2,2,21,10.73,7,3.09,11.62,19.93,8,1,1,0,112112,6866,46.69,7844,3212167
830,2,4,1,1,31,12.16,1,8.86,6.77,4.18,4,0,0,1,111856,6152,131.42,8669,1159706
1459,1,2,2,4,36,9.48,1,3.14,4.33,1.79,2,0,0,1,38903,5594,73.09,1205,1536384
1198,6,5,3,4,47,16.84,2,5.65,9.03,9.28,7,1,1,1,94849,11429,34.4,5438,3830237
3305,5,5,2,3,40,7.02,4,5.12,8.71,14.15,4,0,1,1,42529,4481,112.48,5602,3330915
1463,6,1,1,3,46,23.68,1,6.83,14.25,17.78,6,1,0,1,100014,14342,79.95,8740,2091689
3215,4,3,4,0,15,23.63,4,4.12,4.43,15.16,9,0,1,1,41871,8055,45.08,8415,2583907
4161,3,3,1,1,14,25.86,8,7.24,10.1,9.45,7,1,0,1,133186,9734,125.85,3959,2498590
1011,3,4,1,2,38,17.82,1,6.77,4.81,7.66,3,0,0,0,102574,7314,145.75,2262,1387986
706,2,4,3,1,6,14.77,6,9.7,10.89,3.31,6,0,0,0,120694,19043,28.69,2860,2373137
2702,1,1,2,2,9,1.43,5,8.4,15.03,8.98,9,0,1,1,36809,12220,71.67,4527,1712201
4277,2,5,1,2,10,16.77,6,8.87,12.5,15.71,7,1,1,1,61425,4212,90.64,1315,2523036
2871,4,2,2,1,14,15.78,8,9.98,8.74,11.71,4,0,1,0,28695,7537,39.18,6959,2255575
1115,4,1,1,2,36,20.27,2,9.59,17.83,12.27,4,1,0,1,23182,15883,98.16,1852,819234
4843,6,5,3,0,20,15.08,3,9.45,19.69,8.71,10,0,0,0,146552,6013,35.78,3674,3879499
1224,5,3,2,1,30,18.27,9,8.31,11.42,19.26,8,1,0,1,142595,5708,30.47,8369,3133670
1779,3,1,4,2,14,5.45,9,1.71,16.44,12.25,8,0,1,0,35588,6973,113.99,6856,2445259
2812,6,4,3,1,26,27.19,6,2.44,1.42,7.19,4,0,1,0,55079,11461,85.8,5630,3410091
732,5,2,2,0,20,17.73,10,4.98,6.66,7.45,2,0,0,0,135872,16899,72.21,9943,2338317
827,2,3,3,1,2,1.06,2,4.06,10.16,18.88,2,1,1,0,72978,8777,105.47,2946,2001921
1146,6,5,3,4,42,28.65,4,2.17,3.37,17.57,5,0,1,1,147957,18368,30.3,9195,3807472
3985,5,3,2,2,6,27.4,9,2.93,14.92,0.87,9,1,1,1,70092,9199,101.74,3991,3294433
1945,3,3,3,2,16,3.05,10,1.74,16.09,15.77,6,1,0,0,78110,5136,72.07,9981,2706278
1667,5,3,2,2,36,17.74,9,4.36,1.68,2.27,8,0,0,1,76736,15181,38.4,7490,2781920
4354,5,2,4,1,45,22.17,9,7.63,17.06,9.96,4,1,1,0,86436,9557,112.03,4666,3180238
2860,4,4,4,0,7,29.25,5,9.83,11.53,16.6,7,0,0,0,55315,14113,36.45,8389,2322931
3212,1,3,2,0,38,22.27,8,7.74,9.22,12.73,9,1,0,0,100034,7324,99.03,7990,1456950
4556,5,4,1,0,26,21.67,10,4.22,5.78,8.84,3,0,0,0,98078,2290,54.23,2608,3147561
960,5,1,1,3,19,27.16,4,5.73,16.36,4.74,2,0,0,0,38332,15579,103.65,9535,1238368
4557,2,1,3,3,45,6.96,8,3.76,7.27,5.66,4,1,1,1,20966,12662,53.92,2421,2476834
675,2,3,2,4,16,25.8,4,7.98,10.63,18.9,5,0,1,1,144273,14015,47.93,9031,2452179
967,4,3,3,0,22,19.13,10,6.05,13.46,15.54,8,0,0,1,122928,19755,93.35,6942,2331085
2920,4,4,2,0,10,5.74,7,4.64,19.93,19.19,7,0,1,1,27655,3384,130.77,4153,2453569
3680,2,4,1,1,3,8.67,3,1.58,0.65,4.77,9,0,0,1,127598,16430,65.99,8170,2430007
3632,1,2,2,0,36,18.37,6,8.28,2.05,11.73,6,1,1,1,144420,1715,127.67,3323,1950461
4835,3,3,2,1,34,20.76,3,2.62,7.94,5.65,2,1,0,0,94469,9142,144.4,8047,2462492
692,5,3,1,4,19,19.57,4,8.67,14.25,7.89,5,0,0,0,126607,4774,77.03,6118,2281637
3454,1,5,2,2,1,28.46,4,7.81,11.09,0.69,1,1,0,1,127339,14443,37.44,9609,2518453
2672,3,3,3,1,5,18.81,6,4.13,13.85,12.58,2,1,0,1,53295,10039,93.12,7104,2160041
715,4,2,4,2,36,10.84,10,1.66,11.8,0.7,9,1,0,0,33346,10243,56.13,1891,2539447
3045,1,3,2,1,22,13.51,3,4.22,1.97,19.65,1,0,0,0,106224,15764,63.19,5752,1859607
3220,5,2,4,2,14,4.81,7,7.95,4.88,12.91,2,0,1,1,35550,19587,149.64,4897,3216645
3436,5,3,1,3,49,6.62,10,4.71,16.67,7.79,7,0,1,0,25699,926,28.72,3402,2663389
2608,5,4,2,0,30,8.64,9,2.92,13.54,9.35,7,0,0,0,44517,9663,82.09,2491,2902978
2301,3,4,3,4,26,25.03,1,9.8,16.93,14.57,9,0,0,0,63964,4239,72.82,1829,1914339
3428,6,4,4,1,19,15.21,9,6.4,15.8,8.26,10,1,0,0,137708,16845,135.47,9334,3809359
2192,3,2,1,4,34,14.33,10,8.47,2.93,5.59,8,0,1,1,43007,14921,98.04,8131,1873877
1761,3,2,2,0,12,21.52,3,9.32,1.59,13.57,2,1,0,0,81917,13589,136.05,5233,1553087
1857,4,4,2,0,39,29.38,6,1.36,18.53,15.5,2,0,1,1,66062,17681,143.36,8363,2423836
4756,2,2,3,0,17,1.07,2,8.04,14.5,4.46,2,1,0,1,141554,3422,130.89,4862,2255189
2456,5,5,4,3,14,23.58,3,4.47,0.97,9.32,6,1,0,1,114585,8014,34.07,3502,3817345
3325,6,3,1,0,36,14.21,7,2.93,9.08,3.86,8,0,0,1,132635,12515,103.31,6754,2967061
2927,5,4,2,4,26,6.25,3,7.35,3.6,2.34,9,1,1,0,141928,11115,43.56,9947,3564522
1413,6,5,4,0,45,8.94,1,7.4,15.87,10.2,5,0,0,1,82674,12892,48.44,5937,3208545
3378,6,5,3,4,13,6.61,2,8.92,12.26,7.64,4,0,0,1,40261,16779,136.34,1949,3184885
857,5,4,4,3,44,9.61,7,6.6,14.29,5.89,9,0,1,1,35787,19186,33.89,2266,2695590
3806,5,5,1,0,2,20.53,10,8.42,1.42,19.05,9,0,0,0,73188,6229,97.35,9501,3128681
4235,4,3,3,4,46,6.8,8,4.17,16.73,10.86,5,1,0,0,35687,8338,91.78,1295,2892527
1992,3,1,3,4,31,1.56,10,8.87,10.66,3.05,3,0,1,0,57901,2000,100.5,7668,2284613
1142,1,5,2,0,19,11.13,2,4.09,18.45,9.55,1,0,0,0,26940,9288,72.25,5199,1332854
4043,4,5,4,2,18,12.17,1,2.95,13.32,17.19,8,0,1,1,141368,12922,48.25,8370,3994974
4900,3,2,2,0,26,29.98,10,3.59,12.1,10.85,5,0,1,1,149091,15656,47.04,6093,3005748
1448,2,1,2,0,0,17.71,2,3.5,1.9,18.09,9,1,1,1,54586,19680,41.64,3145,1347974
562,6,5,3,2,6,11.77,7,3.43,16.65,17.74,7,1,1,0,129696,19131,28.48,6268,3987641
2794,5,4,2,4,38,27.25,5,7.0,9.91,14.66,6,1,1,1,129631,16751,144.67,6439,2996452
4606,5,2,3,3,11,3.74,6,6.66,1.14,12.82,4,0,0,0,43834,16042,42.25,4964,2971003
4364,3,3,1,1,18,16.86,8,4.61,15.53,9.13,7,1,0,1,149421,763,82.4,1832,3073089
2268,5,4,4,2,0,14.93,3,7.07,19.43,16.98,7,1,1,0,51054,10688,25.35,7037,3013227
1676,4,3,1,4,28,24.85,4,5.8,12.13,14.1,7,1,0,1,144468,6044,145.51,1474,2600290
3030,2,2,2,0,35,2.02,2,6.82,2.76,8.34,9,0,1,1,128231,17581,72.62,4965,2058116
1739,2,2,3,4,49,13.83,3,9.4,17.67,11.64,9,0,1,1,25405,17782,21.14,5616,1470742
4924,4,1,2,0,15,25.64,10,3.25,4.07,14.8,4,0,1,1,85565,5108,36.04,3029,2670949
1993,2,1,1,1,43,27.25,1,5.51,13.14,8.05,2,0,1,1,96660,4480,49.66,4154,1257760
2993,1,2,2,0,32,5.12,8,9.64,12.45,1.37,3,1,0,0,125949,3393,146.44,7514,1859257
3170,6,2,4,1,19,16.13,8,5.51,5.71,7.61,2,0,1,1,96490,3423,81.21,7463,3316224
4071,4,2,3,2,16,5.61,2,2.02,16.48,4.5,10,0,0,1,74335,4592,31.29,3024,3141469
2162,5,1,2,2,10,25.9,4,2.06,4.65,8.88,1,1,0,0,52044,4143,125.11,3564,1899729
1146,3,5,4,1,22,9.07,7,2.28,19.54,12.51,5,0,0,1,33479,16607,102.47,5852,2444254
3440,4,2,2,2,4,11.2,5,1.17,5.19,8.95,1,0,1,1,33370,13731,54.14,9820,3011372
3905,4,3,4,4,17,13.9,10,6.55,8.39,15.53,3,1,0,1,67452,7611,116.16,1454,3200726
4670,3,5,2,2,9,2.44,1,5.43,1.17,11.07,9,0,1,0,115465,19557,61.32,4252,3331091
3577,3,3,3,4,50,28.16,1,8.16,3.13,4.49,5,0,1,1,63577,3321,106.2,4052,2346352
1040,1,3,1,1,9,14.3,8,3.78,6.41,6.01,3,0,0,0,109147,2510,134.51,2774,1315344
1485,5,2,1,2,9,1.45,1,6.3,2.72,11.51,6,1,1,1,127114,12922,115.27,4259,2828344
2761,4,5,4,0,11,29.55,8,8.77,13.02,9.61,8,0,0,1,78943,17375,148.32,6597,2757360
4133,4,5,2,3,49,2.7,9,5.55,18.67,17.08,3,0,1,1,97327,7277,113.6,8726,3710775
2629,3,3,2,0,37,17.54,8,2.6,13.46,14.97,6,1,1,1,81233,17984,72.67,2679,2419793
2642,1,5,2,1,19,3.36,10,9.48,3.17,2.02,7,0,0,1,112210,15330,85.94,9476,2429998
3547,1,2,4,2,42,24.5,10,9.68,6.34,11.05,3,0,1,1,118399,13209,113.26,6916,1939549
1965,3,1,4,3,2,23.23,10,4.86,19.72,17.03,9,0,1,0,46738,16693,118.37,5544,2029118
4139,3,3,3,1,36,6.52,5,4.29,11.76,2.31,4,0,1,1,28849,12553,103.53,3473,2791842
1376,2,2,4,2,29,15.9,5,8.75,18.1,7.84,3,1,0,1,84153,10446,123.89,4952,2038754
1777,4,5,4,1,4,28.58,2,2.43,6.1,15.4,5,0,1,1,65307,5470,72.52,5937,3160338
2655,4,5,2,1,50,17.69,2,2.78,2.5,8.64,2,0,1,0,141649,14622,73.33,9850,2751599
4629,3,4,1,3,4,1.89,9,4.31,7.5,5.55,8,1,0,1,90214,14424,79.8,2140,3672384
2147,5,4,2,2,4,25.73,7,2.35,9.2,7.9,3,1,1,0,141853,4050,103.01,7496,3614478
1210,5,5,2,0,5,13.49,5,1.97,13.31,12.97,4,0,0,1,23573,17026,72.84,3501,2811127
4553,5,5,4,0,36,1.22,1,5.97,19.1,8.07,4,1,0,0,67919,6228,119.5,4209,3611934
2117,3,1,1,1,32,5.53,6,8.71,14.84,3.81,6,0,0,0,140251,8031,41.81,6810,1832953
4376,6,2,2,3,38,25.43,8,1.49,9.33,5.97,6,0,0,0,48062,15905,25.37,1440,3128940
992,6,5,1,3,6,25.72,1,2.06,19.85,12.35,6,0,1,1,27658,7531,80.88,3003,2799943
566,5,2,3,4,18,29.05,1,4.51,17.21,18.41,10,0,0,1,117773,11454,63.49,2039,2518036
3550,1,2,4,3,7,6.03,10,6.77,9.84,11.66,9,1,1,0,47724,9405,147.3,4635,2145803
4070,2,2,4,4,32,27.04,10,2.77,12.04,7.95,4,0,1,1,111097,12815,28.58,7097,3129704
2265,4,1,2,3,31,1.69,6,3.25,18.39,17.31,3,1,1,0,144821,17402,56.04,5793,2957118
1156,6,2,4,2,0,10.48,4,8.4,8.72,1.61,10,0,1,0,42417,6744,25.38,2261,3131881
3963,3,1,1,1,33,19.18,8,7.16,9.41,2.26,2,0,0,1,76927,9473,39.64,2282,1798913
3031,2,4,4,1,36,1.08,5,8.03,4.71,13.09,3,0,1,1,32543,15861,57.34,7608,2642625
4398,1,4,1,1,44,10.28,10,4.73,2.16,14.62,5,1,0,0,87682,17995,63.88,2986,2271928
1275,2,5,2,3,23,11.73,8,1.91,2.05,16.45,6,1,0,0,148029,7180,45.56,6724,2650291
3781,4,5,4,2,43,20.1,3,2.74,19.88,7.34,2,0,1,1,77961,18583,81.47,8950,3079368
2980,2,4,4,1,3,14.61,6,5.27,2.96,12.16,7,0,1,1,65756,7107,70.32,2389,2560091
3079,1,2,1,0,6,28.66,6,8.94,7.97,5.11,2,1,1,1,35672,4705,45.97,5729,1243316
1993,5,4,3,1,34,18.14,2,4.79,1.83,16.52,1,1,0,1,127390,9035,31.47,6922,2844123
4276,2,2,3,2,10,16.57,6,7.74,3.24,14.87,4,0,1,0,120391,1577,84.72,2311,2329983
2519,1,3,2,0,2,11.81,4,7.97,1.13,12.12,6,1,1,0,103757,8360,119.25,5633,1925761
3373,4,1,3,2,33,29.95,10,7.64,5.25,7.36,7,1,1,0,26342,9861,144.2,6813,2275017
1186,4,4,3,4,29,6.73,5,7.67,3.14,16.02,10,0,0,0,134240,12243,21.78,1315,2722971
584,3,4,2,3,44,14.28,5,4.04,13.22,10.17,10,1,0,0,130004,2144,75.46,8847,2087254
3459,1,3,1,3,45,4.51,10,2.15,3.75,14.42,6,0,0,0,108329,12011,21.03,1682,2452148
4361,6,4,2,0,10,1.28,3,4.42,16.91,7.31,8,0,1,1,147669,13363,86.55,5423,4160740
3802,2,3,1,1,4,15.87,1,2.31,0.54,13.28,2,1,0,1,135343,8386,127.0,8560,2215348
3537,5,2,2,4,7,17.39,5,4.52,14.01,18.0,3,1,0,0,50147,4501,53.82,7034,2674357
4278,4,3,4,2,30,21.65,1,2.13,2.13,3.57,4,0,0,0,111553,6218,130.25,6530,3206529
3426,2,1,1,0,37,14.12,8,8.25,0.94,15.43,9,0,1,1,147265,8217,67.72,9534,1866729
2774,6,3,1,3,30,22.51,10,6.77,10.32,1.83,10,1,0,1,49792,12047,140.62,8579,2742954
1535,3,4,3,1,12,12.04,6,8.22,13.98,14.47,9,0,1,1,135697,6016,24.6,5172,2713585
4226,5,4,3,3,26,29.75,1,9.71,1.95,0.68,9,1,0,0,94981,9889,70.03,6176,3113461
545,2,1,4,0,17,18.94,8,8.25,18.82,19.85,3,1,1,1,39255,10796,101.23,4491,1236690
4547,4,1,4,3,19,27.47,5,5.67,5.04,7.02,9,0,1,0,74601,2435,127.88,6116,2706589
780,1,2,1,0,28,18.91,5,3.34,9.21,17.84,6,1,0,1,126720,16621,140.02,8654,1441497
1228,6,3,4,4,41,0.53,4,3.23,18.59,7.23,2,1,1,0,142222,5531,38.12,8636,3997902
4194,6,3,2,0,43,4.45,8,7.67,16.59,8.04,6,0,0,1,60640,18645,73.24,9483,3222754
4800,3,2,1,3,29,28.97,10,2.2,16.74,15.18,2,1,1,1,113987,5519,97.76,3394,2837891
1124,2,2,2,2,25,6.81,1,6.59,7.47,19.17,10,1,0,1,125327,7354,86.12,1695,1910017
1113,4,2,2,4,5,3.95,10,5.64,14.91,4.89,3,1,0,0,77015,18610,87.86,4382,2379615
1704,5,5,2,4,33,7.73,3,1.11,5.6,19.33,9,0,1,1,83752,9931,53.31,8148,3714777
3962,5,2,2,4,50,4.76,8,2.08,4.25,18.24,5,0,1,1,55939,6235,136.82,4492,3123591
1861,2,2,2,3,30,2.31,1,2.76,11.63,5.42,3,1,0,1,24887,12525,81.06,6400,1407339
3843,5,3,3,3,42,7.87,5,8.92,17.4,11.37,3,1,1,0,76303,11018,74.55,3848,2910962
702,2,4,3,2,9,23.53,10,6.7,2.45,5.92,10,0,0,1,86658,7588,124.24,3300,1898041
1885,2,4,1,3,10,9.48,3,2.22,3.0,14.8,6,0,1,0,139006,13124,24.61,6656,2565007
2061,1,1,3,2,42,12.28,1,2.63,10.81,16.53,6,0,0,0,29311,529,111.29,6453,1012908
4241,5,5,1,3,9,26.94,3,6.12,10.39,14.09,4,1,0,0,125156,2134,48.13,9094,3193644
2539,2,5,3,0,30,25.75,8,7.0,9.11,19.44,8,1,1,1,80923,541,60.54,4951,2443352
1274,3,4,2,1,45,7.87,8,3.19,12.47,3.93,7,1,0,1,103205,19989,25.14,3753,2624313
2052,1,1,4,4,7,19.86,5,8.47,13.49,13.33,5,1,1,0,139648,6834,77.28,8038,2193503
3705,5,2,1,4,37,15.12,3,4.14,2.61,16.63,6,1,1,0,59670,8731,54.15,1727,2645389
2205,1,1,2,1,45,20.2,8,9.5,10.28,11.82,4,0,0,1,30586,9962,39.29,6012,1025936
3713,1,4,4,0,46,8.05,9,9.46,7.72,12.89,3,1,1,1,27073,5180,72.32,4382,1992131
2709,5,2,1,1,13,7.89,1,5.89,17.93,5.92,9,0,1,0,142917,17178,92.11,5189,2842648
2759,4,3,2,3,44,13.81,4,2.61,1.44,11.75,9,1,0,1,82499,2983,114.38,9424,2570156
3013,2,3,1,0,2,23.64,6,5.94,11.08,10.95,9,1,0,1,93707,1076,127.25,6671,2049677
3838,4,4,3,0,36,6.97,1,1.66,14.75,8.94,1,0,0,1,146147,10428,27.69,4302,3120702
3406,1,3,3,0,8,2.18,1,7.05,6.0,5.45,2,0,1,0,145207,3953,54.2,2815,2231529
4179,5,1,4,1,32,3.46,10,1.49,8.11,4.01,4,0,1,0,26615,14787,51.18,5529,3103383
3992,2,5,1,1,47,17.75,9,2.05,13.35,3.58,10,1,1,1,20995,15742,36.81,1708,2542485
1391,3,5,3,1,13,25.56,6,3.58,2.18,5.44,5,1,0,0,133626,1677,33.36,1737,3123035
2333,1,5,4,4,38,20.2,1,8.97,8.48,12.92,8,0,0,1,122472,3449,75.88,3320,2269910
3269,5,2,4,3,9,17.41,10,9.25,19.11,12.69,8,1,0,0,36894,1978,86.1,6383,2833176
3546,3,3,4,4,18,14.06,10,8.84,14.99,3.66,9,0,0,1,125497,5880,52.82,9601,3459612
3513,4,2,2,2,27,14.47,4,3.75,2.07,3.53,7,1,1,1,112541,17738,105.97,2682,2707177
715,3,4,4,1,1,21.89,9,6.77,19.6,7.64,3,1,0,0,61253,12516,108.54,9244,2096138
4732,4,2,2,2,18,6.42,6,9.42,9.86,2.68,8,1,1,0,71943,6051,36.99,6090,2822992
714,5,2,2,0,14,13.13,6,5.28,12.45,12.43,3,1,0,0,50393,16728,102.16,6363,1906586
2646,2,2,2,0,16,14.29,7,2.99,5.85,7.77,3,0,1,0,147188,17137,73.44,7623,2537600
1895,4,2,3,4,36,25.68,5,6.42,7.91,2.07,8,1,1,1,39710,5816,115.65,8296,2078111
2924,4,4,3,0,34,16.45,6,1.27,10.86,18.52,10,0,1,1,40759,3675,105.17,5708,2557705
4425,5,3,4,2,33,3.12,2,5.95,4.83,18.77,1,1,1,1,104167,19087,99.51,8121,3542802
4265,6,2,2,3,6,9.43,9,8.08,4.61,16.36,9,1,0,0,125657,11139,29.31,6254,3790300
3919,1,4,1,3,50,13.22,10,1.22,14.21,9.72,2,1,1,1,24873,15538,23.32,6529,2327668
1937,1,2,3,2,43,28.47,8,8.02,19.92,11.5,10,0,1,0,85583,10580,93.22,7879,1161305
1926,6,3,3,2,42,18.38,3,2.68,14.09,8.28,3,1,0,0,75487,4755,62.1,9874,2778043
1346,2,3,1,4,15,5.12,4,8.04,4.94,6.91,2,1,1,0,27173,15801,143.52,5679,1782080
2871,3,2,2,0,27,4.1,2,9.89,5.74,15.22,9,1,1,1,90203,6366,100.55,6150,2322017
4852,4,4,3,2,0,13.96,9,1.69,0.8,7.79,1,1,0,0,45951,10029,55.37,8623,3452177
4520,3,3,3,3,28,24.68,1,5.35,1.7,2.14,7,0,1,0,141662,17966,125.34,5529,3029438
746,5,3,3,3,31,11.26,1,8.22,11.85,6.58,9,0,0,0,46439,7073,97.75,6552,1824963
4314,6,3,3,0,4,26.91,4,2.39,2.73,18.62,3,1,1,1,21329,12888,49.15,9587,3177299
2550,1,5,1,1,23,3.22,10,1.11,6.27,5.93,2,0,1,0,75209,15840,37.86,8070,2722901
4407,4,2,1,3,45,22.32,4,6.69,6.17,11.03,6,1,0,0,143765,13226,114.17,2992,2708061
2316,2,5,4,0,36,4.07,4,5.55,9.58,5.22,3,1,1,1,125181,7481,78.54,4926,2730390
3761,1,2,4,0,30,27.08,3,5.67,0.67,17.83,5,1,1,0,139452,4730,82.99,6749,2040138
4795,6,5,2,0,37,10.69,10,9.22,19.06,16.84,10,0,1,0,94365,18780,101.65,1972,3886871
1065,5,1,3,4,35,6.91,5,4.22,5.58,6.6,7,1,1,1,133803,5408,32.04,9698,3020526
1344,5,1,3,1,50,20.53,1,2.58,19.18,12.5,7,1,0,0,121212,19874,119.14,7679,1751574
1450,2,4,4,2,15,17.67,6,2.96,17.05,18.69,8,0,1,1,86379,6095,80.79,4428,2548965
3890,4,4,3,0,37,9.37,2,9.75,16.48,12.67,5,0,0,1,99007,16630,84.72,9417,2476734
2569,4,3,4,1,29,11.1,1,5.12,16.8,9.9,9,0,0,1,63592,19628,36.92,4116,2245172
2549,4,3,4,1,36,7.8,3,8.53,11.04,13.42,1,1,0,0,120672,13673,128.11,9750,2419217
2922,4,5,3,1,6,19.79,7,9.54,9.88,5.33,7,0,0,0,73584,3433,87.52,1056,3040112
804,1,4,4,2,33,10.79,1,1.69,13.75,6.75,7,1,1,0,58467,4722,131.77,7222,1512138
2499,3,5,1,0,3,3.2,5,9.6,2.24,3.8,4,0,0,1,63234,15007,129.79,7587,2184484
1136,2,1,3,2,3,8.87,9,9.59,9.07,6.16,10,1,0,0,105116,11043,96.68,2086,1756308
2493,4,4,4,3,8,15.21,1,3.93,15.84,14.82,6,1,0,0,62780,9330,138.14,4553,3001506
3028,4,5,1,3,48,9.38,7,3.27,7.77,0.52,5,1,0,0,44708,13273,96.04,3427,2487235
3222,6,2,4,0,41,12.33,5,3.77,2.46,3.22,1,0,1,1,90642,9799,49.86,9571,3412354
2562,4,4,1,3,49,1.46,9,1.28,9.63,18.05,4,1,1,1,65178,9178,92.3,3064,3098243
3818,1,3,4,0,37,16.23,8,2.19,0.64,11.57,10,0,0,0,118839,18494,89.7,4072,2412189
3486,5,1,1,1,49,17.27,10,5.82,0.57,5.01,6,1,0,1,119832,10319,103.06,5342,2592590
2919,4,4,4,0,18,5.88,9,3.99,12.46,19.93,5,1,0,1,65818,3532,148.91,5185,2929946
4116,5,3,2,2,21,1.68,3,1.42,1.7,2.18,10,1,0,0,90765,11699,149.98,3400,3236577
4255,1,3,2,3,24,7.71,7,4.42,17.34,16.44,1,0,1,1,25487,18210,45.49,5118,2450435
1978,1,4,4,4,23,26.97,4,8.26,8.27,15.86,3,0,0,1,88508,6780,121.99,7286,2215493
860,2,4,4,2,41,15.29,2,2.91,7.6,16.43,6,0,1,1,66642,12175,61.2,1937,1919903
3397,2,5,3,4,30,0.75,8,9.26,14.44,14.54,1,1,0,1,29061,19546,34.44,5624,2895866
4890,5,2,4,0,41,16.4,3,6.79,14.22,17.52,9,0,1,0,71214,14494,40.5,2985,2868897
1384,2,1,4,0,47,12.51,6,2.46,7.39,13.88,6,1,1,0,63493,5013,73.21,2020,1960489
836,1,3,4,2,18,15.36,2,1.98,11.65,16.37,8,1,1,0,113112,8302,86.96,8266,2005510
2269,2,2,3,3,39,17.65,2,7.59,1.51,2.54,8,0,1,1,69062,12888,142.72,3737,1550650
1623,2,1,1,3,39,9.24,8,6.52,17.11,15.5,7,0,1,0,52874,13937,55.1,9522,1591610
4731,2,4,4,1,20,24.88,9,7.13,19.91,7.44,9,0,0,1,143232,6760,126.39,1546,3142355
1571,4,4,4,4,38,5.86,4,6.06,2.42,12.08,6,1,0,0,32998,3186,68.85,8059,2799920
954,2,2,4,3,36,12.37,10,6.12,1.84,11.55,7,1,1,1,90474,16372,131.07,2439,2219949
3155,4,4,2,4,24,4.32,8,3.68,7.31,9.35,6,0,1,0,30441,17285,49.41,3363,3096213
1124,4,1,4,0,44,5.99,7,4.74,2.19,3.03,10,0,1,1,80710,13808,58.78,3721,2236430
1915,1,4,4,4,48,23.7,9,4.31,4.34,15.14,5,0,1,0,93766,18611,105.36,8006,2361064
3432,3,1,1,3,6,2.65,4,6.06,19.87,16.55,5,1,0,0,105243,553,131.14,5717,2086153
4279,6,2,4,0,11,19.5,9,2.25,9.93,6.81,3,1,0,1,133689,2584,137.07,4070,3577917
3167,4,5,1,3,25,9.34,7,9.43,13.41,9.29,3,1,1,1,88287,10713,71.57,4143,2959806
4926,3,5,2,0,43,21.06,4,2.32,5.74,13.54,4,1,1,0,111328,16373,123.15,6991,2710818
1725,6,1,1,1,9,8.32,5,1.87,16.84,4.98,3,1,1,1,83271,18714,47.66,8949,2821720
4416,1,5,4,1,32,22.38,10,8.51,11.14,7.33,3,1,1,1,140985,6293,31.47,2545,3191859
1930,1,5,1,2,16,5.02,10,7.79,0.88,16.78,10,1,1,1,90831,16149,50.33,6470,2725780
1225,4,5,1,2,44,6.26,8,6.89,5.43,9.54,1,0,1,0,68776,4904,136.66,5310,2384743
1767,4,2,3,0,48,18.53,7,2.85,12.04,16.86,7,0,1,1,130072,13084,50.67,4703,2463747
